RestAreaNumber,RestAreaName,CategoryID,SuburbID,Description,DistanceFrom,RoadNumber,RoadName,Latitude,Longitude,Accessible,BabyChangeFacilities,Bbq,BoatRamp,CaravanDisposal,DriverReviver,EmergencyPhones,FoodAvailable,FuelAvailable,LitterBins,Lighting,Lookout,PetsAllowed,PicnicTable,Playground,PowerOutlets,PowerSupply,Shade,Shelter,SideOfRoad,SiteStatus,SportsGround,Toilets,TouristInformation,TreeShading,VehicleType,WaterSupplyType,ResponsibleAuthority
1852,South Coffs Harbour Service Centre,1,22,,106.78km North of Kempsey,10,PACIFIC HIGHWAY,-30.3188,153.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,OTHER
1864,Quota Park,2,1,,122.0km West of Dorrigo,76,WATERFALL WAY,-30.5243,151.69156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,OPEN,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1865,Armidale City McDonald Park,2,1,,123.9km West of Dorrigo,76,BARNEY STREET,-30.51858,151.67155,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,LEFT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1886,Oak Street,3,7,,1.3km West of Dorrigo,76,WATERFALL WAY,-30.3414,152.7005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1901,Coraki-Casino Road Junction,2,56,,92.6km North of Grafton,10,URALBA STREET,-29.0735,153.33878,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,COUNCIL
1902,Woodburn Riverside Park,2,56,,92.8km North of Grafton,10,RIVER STREET,-29.07149,153.34308,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,7,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,COUNCIL
1905,Dandahra Picnic Area,2,57,,90.8km West of Grafton,12,GWYDIR HIGHWAY,-29.5148,152.313,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,4,FALSE,TRUE,LIGHT VEHICLES ONLY,OTHER,NATIONAL PARKS AND WILDLIFE SERVICE
1906,Beardy Waters Bridge,2,58,,152.6km West Grafton,12,GWYDIR HIGHWAY,-29.7239,151.78799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,OTHER,RMS
1918,Kooligun Nature Walk,2,29,,59.3km West of Inverell,12,GWYDIR HIGHWAY,-29.5498,150.591,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1919,Andersons Creek - The Ponds Comp,2,28,,31.7km North of Barraba,63,TAMWORTH-YETMAN RD,-30.1108,150.59801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,OPEN,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,RMS
1920,Inverell Runnymede Drive,2,33,,63.5km West of Glen Innes,12,GWYDIR HIGHWAY,-29.7809,151.146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,COUNCIL
1921,Bundarra Road - Cunningham Park,2,26,,0.8km North of Bingara,63,EAST STREET,-29.864,150.576,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1922,Glen Innes East Avenue,2,58,,0.6km West of Glen Innes,12,FERGUSON STREET,-29.7349,151.73437,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,COUNCIL
1924,White Street Park - Bingara,2,26,CWA MEMORIAL DRIVE AND BUS STOP,1.3km North of Bingara,63,TAMWORTH-YETMAN RD,-29.8608,150.57384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,COUNCIL
1929,First Fleet Memorial Garden Wallabadah,2,45,,102.1km from Muswellbrook,9,NEW ENGLAND HIGHWAY,-31.53822,150.83136,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,LIGHT VEHICLES ONLY,RAINWATER TANK,COUNCIL
1931,Truck Driver Memorial - Tamworth,2,68,,6.5km South of Tamworth,9,NEW ENGLAND HIGHWAY,-31.1319,150.924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,COUNCIL
1960,Captain Cook Park Rest Area,2,81,,163.0km West of Wauchope,11,OXLEY HIGHWAY,-30.98558,151.59488,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1961,McHatten Park,2,81,,0.2km West of Walcha,11,FITZROY STREET,-30.9851,151.59135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1962,Lions Park - Walcha,2,81,,1.1km West of Walcha,11,FITZROY STREET,-30.98344,151.58181,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1968,Federation Park - Kootingal,2,70,,17.2km North of Tamworth,9,NEW ENGLAND HIGHWAY,-31.0441,151.056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1969,Moonbi,2,71,,21.860km North of Tamworth,9,NEW ENGLAND HIGHWAY,-31.019,151.07001,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1970,Barley Fields Road - Uralla,2,80,,87.8km North of Tamworth,9,BRIDGE STREET,-30.63876,151.50675,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1992,Big Banana,2,22,,,10,PACIFIC HIGHWAY,-30.27398,153.13301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,LEFT,OPEN,FALSE,1,TRUE,FALSE,LIGHT VEHICLES ONLY,,PRIVATE
2004,Back Creek - South Bound,3,86,,19km from West Wyalong and  86km to Forbes,17,NEWELL HIGHWAY,-33.85606,147.37711,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
2007,Glencoe Northbound,5,59,,80.6km North of Armidale,9,NEW ENGLAND HIGHWAY,-29.92242,151.72421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
2008,20 Mile Gums,3,119,,223km from West Wyalong and  32km to Hay,6,MID WESTERN HIGHWAY,-34.3321,145.06648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
2012,Bicenteninal Park Rest Area,2,109,,17km from Culcairn and  61km to Wagga Wagga,78,RAILWAY PDE,-35.51924,147.03613,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,4,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,OTHER,COUNCIL
3001,North of Tookey Ck Truck Park,3,344,,46.2km South of Moree,17,NEWELL HIGHWAY,-29.85596,149.78863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3010,Truck Parking Cutting RHS,3,150,,37km from Gundagai and  44km to Wagga Wagga,14,STURT HIGHWAY,-35.21796,147.78943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3012,Truck Parking Cutting LHS,3,150,,37km from Gundagai and  44km to Wagga Wagga,14,STURT HIGHWAY,-35.21796,147.78943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3014,Zinder Park Rest Area,3,84,,67km from Balranald and 12km to Euston,14,STURT HIGHWAY,-34.51414,142.8482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,OPEN,FALSE,0,FALSE,TRUE,HEAVY VEHICLES ONLY,NONE,RMS
3017,Yalgogrin Rest Area,2,88,,36km from West Wyalong and 220km to Hay,6,MID WESTERN HIGHWAY,-33.84466,146.82883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,RMS
3019,Bunnerungee Rest Area,2,152,,67km from Wentworth and  200km to Broken Hill,22,SILVER CITY HIGHWAY,-33.58071,141.75593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,1,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
3021,Appin Rd EB Truck Parking Facility,2,216,,10km East of Appin,177,APPIN RD,-34.25499,150.86906,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,2,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,RMS
3022,MILTON 2,2,110,,109km from Gundagai and  71km to Albury,2,HUME HIGHWAY,-35.6818,147.36277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,5,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,RMS
3023,Blue Metal Rest Area,2,115,,134km from Gundagai and  46km to Albury,2,HUME HIGHWAY,-35.84447,147.19783,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,LEFT,,FALSE,5,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,BORE WATER,RMS
3024,Four Mile Creek Rest Area,2,115,,134km from Gundagai and  46km to Albury,2,HUME HIGHWAY,-35.83944,147.2031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,5,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,RMS
3025,Long Paddock Visitors Site,3,129,,27km from Echuca (VIC) and  49km to Deniliquin,21,COBB HIGHWAY,-35.93408,144.89815,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,OTHER
3026,Mathoura Rest Area,2,129,,41km from Echuca (VIC) and  35km to Deniliquin,21,MOAMA ST,-35.81192,144.90219,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,LEFT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3031,Deniliquin Information Bay,2,103,,72km from Echuca(VIC) and 4km to Deniliquin,21,OCHTERTYRE ST,-35.55035,144.95769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,RMS
3032,Deni Rest Area,2,103,,1km from Deniliquin and 121km to Hay,21,DAVIDSON ST,-35.52487,144.97775,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,2,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,OTHER
3034,Gerogery Rest Area,2,108,,30km from Albury and  19km to Culcairn,78,OLYMPIC HIGHWAY,-35.83592,146.99472,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3035,Eric Thomas Park,2,107,,0km from Culcairn and 77km to Wagga Wagga,78,MELVILLE ST,-35.66648,147.03889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,COUNCIL
3037,Illabo Rest Area,2,126,,17km from Junee and 36km to Cootamundra,78,OLYMPIC HIGHWAY,-34.81573,147.73869,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,1,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,COUNCIL
3038,Willowvale,2,128,,91 km from Hay and 40km to Balranald,14,STURT HIGHWAY,-34.72314,143.92719,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,RMS
3043,Migurra Reserve,3,99,,37km from Junee and  15km to Cootamundra,78,OLYMPIC HIGHWAY,-34.71983,147.90429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,0,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,COUNCIL
3069,Hume Weir Park,2,82,,1km from  Bethanga  and 15km to Albury,20,RIVERINA HIGHWAY,-36.08942,147.0495,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,4,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3076,Jubilee Park,2,107,,49km from Albury and 0km to Culcairn,78,OLYMPIC HIGHWAY,-35.672,147.0361,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3095,Cooinda Park,2,91,,3km from West Wyalong and 101km to Forbes,17,NEELD ST,-33.92431,147.2342,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,4,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3101,Yelgun,2,11,,49.0km North of Ballina,10,PACIFIC HIGHWAY,-28.49192,153.52283,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,RIGHT,OPEN,FALSE,4,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,RMS
3110,Benanee Lake,2,84,,65km from Balranald and 15km to Euston,14,STURT HIGHWAY,-34.51901,142.87618,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,OPEN,FALSE,4,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3125,"KIDMAN WAY, GOOLGOWI",3,92,,50km from Griffith and 60km to Hillston,80,KIDMAN WAY,-33.98441,145.70999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
3128,Sunset Viewing Area,3,119,,15km from Hay and 193km to Ivanhoe,21,COBB HIGHWAY,-34.37169,144.81354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
3129,Jumping Sandhills,3,117,,127km from Hay  and  81km to Ivanhoe,21,COBB HIGHWAY,-33.50036,144.72297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
3195,Bombala Rest Area S/B,2,192,,At Bombala,19,MAHRATTA ST,-36.90849,149.23914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,4,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
3196,south of Bombala Truck Parking,3,192,,At Bombala,19,MAHRATTA ST,-36.90754,149.23947,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3197,Truck park opp Bombala Historic Engine,3,192,,At Bombala,19,MAHRATTA ST,-36.90654,149.24121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3207,Truck Parking near Lake Williams S/B,3,200,,At Nimmitabel,19,BOMBALA ST,-36.51496,149.28275,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3208,Truck Parking near Lake Williams N/B,3,200,,At Nimmitabel,19,BOMBALA ST,-36.51493,149.28253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
3238,Appin Park,2,214,,At Appin,177,APPIN RD,-34.19944,150.78889,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,4,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
3247,Jindabyne Surge Tank Lookout E/B,2,199,,13km North of Jindabyne,286,KOSCIUSZKO ROAD,-36.34213,148.58031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,NATIONAL PARKS AND WILDLIFE SERVICE
3258,Parking area Otford Pie Shop,3,224,,4km North of Stanwell Park,393,LADY WAKEHURST DR,-34.21162,151.01025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
3259,Parking area Otford,3,224,,4km North of Stanwell Park,393,LADY WAKEHURST DR,-34.21156,151.01042,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
3260,Parking area Otford Lookout,3,224,,4km North of Stanwell Park,393,LADY WAKEHURST DR,-34.21072,151.01109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
3282,Bundjalung - Devils Pulpit SF,2,19,,67.9km North of Grafton,10,PACIFIC HIGHWAY,-29.26235,153.2304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,OPEN,FALSE,3,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,RMS
