RestAreaNumber,RestAreaName,CategoryID,SuburbID,Description,DistanceFrom,RoadNumber,RoadName,Latitude,Longitude,Accessible,BabyChangeFacilities,Bbq,BoatRamp,CaravanDisposal,DriverReviver,EmergencyPhones,FoodAvailable,FuelAvailable,LitterBins,Lighting,Lookout,PetsAllowed,PicnicTable,Playground,PowerOutlets,PowerSupply,Shade,Shelter,SideOfRoad,SiteStatus,SportsGround,Toilets,TouristInformation,TreeShading,VehicleType,WaterSupplyType,ResponsibleAuthority
1265,Rankin Springs,3,89,,90.8km from West Wyalong and 164.656km to Hay,6,MID WESTERN HIGHWAY,-33.84114,146.26415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1286,Emergency Phone Site,3,283,,44.8km West of Emmdale,8,BARRIER HIGHWAY,-31.69501,143.82354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
1287,MacCullochs Rest Area,2,283,,205.3km West of Cobar,8,BARRIER HIGHWAY,-31.69518,143.81494,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,RMS
1297,Talyawalka Flood Plain,3,283,,89.2km West of Emmdale,8,BARRIER HIGHWAY,-31.64773,143.42546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
1299,Wilcannia Urban Are,3,283,,Wilcannia,8,MYERS ST,-31.55664,143.3756,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,RMS
1303,Netallie Hill Rest Area,2,283,,16.6km West of Wilcannia,8,BARRIER HIGHWAY,-31.56864,143.21673,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1328,Emergency Phone Site,3,271,,48.6km West of Topar Roadhouse,8,BARRIER HIGHWAY,-31.8959,141.72397,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1330,Stephens Creek Bridge,3,271,,54.6km West of Topar Roadhouse,8,BARRIER HIGHWAY,-31.91065,141.66423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
1334,Mount Gipps,3,271,,63km West of Topar Roadhouse,8,BARRIER HIGHWAY,-31.90395,141.58186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
1369,Dinjerra Road - Glenugie,2,15,,69.6km North of Coffs Harbour,10,PACIFIC HIGHWAY,-29.78408,153.00837,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,OPEN,FALSE,1,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,RMS
1400,Charcoal Tank Rest Area,2,90,,127km from Narrandera and  9km to West Wyalong,17,NEWELL HIGHWAY,-33.98371,147.1576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1430,Baden Park Rest Area,2,283,,172.9km West of Cobar,8,BARRIER HIGHWAY,-31.7138,144.14273,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,1,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,RMS
1431,Lilyvale Heavy Vehicle Rest Area (West Bound Lane),2,289,LILYVALE HEAVY VEHICLE 2 (WEST),5916m from HW8 segment 446.,8,BARRIER HIGHWAY,-31.58688,144.87466,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,RMS
1439,Thackaringa Hills RA,2,271,,36.8km West of Broken Hill,8,BARRIER HIGHWAY,-32.04582,141.12766,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,1,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,RMS
1506,Lowesdale Rest Area,2,106,,68km from Albury and  78km to Finley,20,RIVERINA HIGHWAY,-35.81462,146.35716,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,OPEN,FALSE,2,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1519,Beckom Rest Area,2,98,,79km from Narrandera and 57km to West Wyalong,17,NEWELL HIGHWAY,-34.3361,147.01442,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,2,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,SOURCE UNKNOWN,RMS
1551,Bairds Truck Stop,2,117,,89km from Hay and 120km to Ivanhoe,21,COBB HIGHWAY,-33.77474,144.9231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1553,Robins Nest (Mirool Ck),2,117,,58km from Hay and 151km to Ivanhoe,21,COBB HIGHWAY,-34.03166,144.82599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1570,Parkes Lions Park,2,359,,Parkes East,61,ORANGE-PARKES RD,-33.14259,148.19161,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,4,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,OTHER
1589,Mahda Rest Area - Southbound,2,97,,102km from Narrandera and 34km to West Wyalong,17,NEWELL HIGHWAY,-34.19892,147.11058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1590,Mahda Rest Area - Northbound,2,97,,102km from Narrandera and 34km to West Wyalong,17,NEWELL HIGHWAY,-34.19963,147.11033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1591,Mirrool,3,98,,87km from Narrandera and 49km to West Wyalong,17,NEWELL HIGHWAY,-34.33258,147.08636,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1608,Goonoo Goonoo,2,67,,132.3km North of Muswellbrook,9,NEW ENGLAND HIGHWAY,-31.2972,150.90183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,OPEN,FALSE,1,FALSE,TRUE,HEAVY VEHICLES ONLY,RAINWATER TANK,RMS
1610,150 Deg Meridian,2,25,,25.3km North of Gunnedah,11,OXLEY HIGHWAY,-31.0631,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,WATER TRUCK,RMS
1681,Sandy Creek Rest Area,2,72,,7.47km S of Warren (Dubbo St),11,OXLEY HIGHWAY,-31.74856,147.78347,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,0,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1697,MR95 Picton Road near old airstrip,2,216,,27km West of Wollongong,95,PICTON RD,-34.28941,150.72709,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1698,Appin Rd E/B Truck Parking Facility,2,216,,12km West of Bulli,177,APPIN RD,-34.25601,150.87058,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,RMS
1749,Emmdale,3,283,,159.1km West of Cobar,8,BARRIER HIGHWAY,-31.65282,144.26782,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,OTHER
1750,Near Emmdale Roadhouse,2,283,,155.2km West of Cobar,8,BARRIER HIGHWAY,-31.65265,144.26791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,1,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1751,Nyngan - Truck Parking Area,3,264,,Nyngan,7,NYMAGEE ST,-31.56364,147.20084,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1753,Cockburn,3,271,,49.2km West of Broken Hill,8,BARRIER HIGHWAY,-32.07824,141.00259,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,OTHER
1754,Bundaburra Aquatic Area,2,314,,13.4km South of Forbes,17,NEWELL HIGHWAY,-33.46948,147.88363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
1755,Bundaburra Creek Bridge,2,314,,8km South of Forbes,17,NEWELL HIGHWAY,-33.44112,147.90941,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
1757,Billabong Creek Rest Area,2,359,,10km South of Parkes,17,NEWELL HIGHWAY,-33.20927,148.12516,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,OTHER,RMS
1758,Parkes Bushmans Dam Kelly Reserve,2,359,,Parkes town,17,CURRAJONG ST,-33.1246,148.17352,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,3,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1759,North Parkes,2,359,,North Parkes (80km Speed Signs),17,DUBBO RD,-33.11264,148.17482,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,2,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,RMS
1761,Panai Ave,2,309,,12.69km from Dubbo (SH7),17,NEWELL HIGHWAY,-32.32997,148.50863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,0,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1771,Packsaddle Roadhouse,2,364,,174km North of Broken Hill,22,SILVER CITY HIGHWAY,-30.6106,141.96651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,RMS
1772,Packsaddle,2,364,,175km North of Broken Hill,22,SILVER CITY HIGHWAY,-30.60169,141.964,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
1777,East of Dubbo,3,309,,11.22km East of Dubbo (Bourke St),27,DUNEDOO-DUBBO RD,-32.20313,148.71617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,0,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1778,Cato Bridge Rest Area,2,270,,8.0km East of Brewarrina Bridge,29,KAMILAROI HIGHWAY,-29.91582,146.91329,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,WATER TRUCK,RMS
1784,Redbank - Tommy Swamp,2,23,,26.0km West of Somerton,11,OXLEY HIGHWAY,-30.99425,150.37793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,RAINWATER TANK,RMS
1786,Braefield,2,43,,8.4km North of HW9,29,KAMILAROI HIGHWAY,-31.56511,150.69791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
1787,Square Bush,3,44,,32.5km North of Quirindi,29,KAMILAROI HIGHWAY,-31.29908,150.49449,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,HEAVY VEHICLES ONLY,NONE,RMS
1788,Soil Conservation,2,24,,74.3km North of Quirindi,29,KAMILAROI HIGHWAY,-31.02524,150.27444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,OPEN,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,RAINWATER TANK,RMS
1789,Greenwood Grange,3,24,,9.2km North of Gunnedah,29,KAMILAROI HIGHWAY,-30.9231,150.18741,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1790,Lions Park,2,42,,4.2km North of Lismore,65,Lismore-Bangalow Road,-28.78882,153.30598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,OPEN,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,RMS
1791,Ferry Park - Maclean,2,16,,41.3km North of Grafton,10,PACIFIC HIGHWAY,-29.47233,153.20503,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,NONE,OTHER
1793,Wiangaree Pond,2,41,,13.2km North of Kyogle,83,SUMMERLAND WAY,-28.5132,152.96201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,1,FALSE,FALSE,LIGHT VEHICLES ONLY,RAINWATER TANK,COUNCIL
1798,Drake - Underwood Park,2,75,,77km West of Casino,16,FAIRFIELD STREET,-28.92741,152.37548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,RAINWATER TANK,COUNCIL
1799,Market Square Park,2,77,,126.5km West of Casino,16,CLARENCE STREET,-29.0539,152.024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,2,FALSE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,OTHER
1801,Lions Coronation Park - Casino,2,52,,1km South Casino,16,CENTRE STREET,-28.8691,153.04401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,2,FALSE,TRUE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1803,Ramornie  Orara River - Tindal Bridge,2,20,,15.6km West of Grafton,12,GWYDIR HIGHWAY,-29.65221,152.79973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,OPEN,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,RMS
1810,Tenterfield Creek,2,77,,89km North of Glen Innes,9,NEW ENGLAND HIGHWAY,-29.0689,152.01401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,RIGHT,,FALSE,0,FALSE,TRUE,LIGHT VEHICLES ONLY,RAINWATER TANK,RMS
1817,Attunga,2,63,,21.5km North of Tamworth,63,TAMWORTH-YETMAN RD,-30.92921,150.84675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,COUNCIL
1825,Warialda Apex Park,2,29,,0.7km West of Warialda,12,MOREE ROAD,-29.54299,150.56866,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,COUNCIL
1826,Barraba Omeara Park,2,64,,44.1km North of Tamworth,63,TAMWORTH-YETMAN RD,-30.3887,150.61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,RAINWATER TANK,COUNCIL
1827,Warialda Saleyards,2,29,,60.3km West of Inverell,12,GWYDIR HIGHWAY,-29.5457,150.582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1828,Australia Day Park - Barraba,2,64,,0.3km North of Barraba,63,QUEEN STREET,-30.37537,150.61136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
1829,Lillis Lane - Barraba Show Ground,2,64,,1.1km North of Barraba,63,QUEEN STREET,-30.3708,150.60699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,RIGHT,,FALSE,2,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,COUNCIL
1833,Dorrigo Bielsdown River,2,7,,0.2km West of Dorrigo,76,CUDGERY STREET,-30.3398,152.709,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,2,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1837,Wiangaree Town Rest Area,2,41,,14.1km North of Kyogle,83,SUMMERLAND WAY,-28.5063,152.967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,BOTH LIGHT AND HEAVY VEHICLES,NONE,COUNCIL
1838,Rotary Park - Tenterfield,2,77,,1.0km North of Tenterfield,9,ROUSE ST,-29.04633,152.02049,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEFT,,FALSE,4,FALSE,TRUE,LIGHT VEHICLES ONLY,RAINWATER TANK,COUNCIL
1843,Kyogle Apex Park,2,39,,0.2km North of Kyogle,83,SUMMERLAND WAY,-28.6166,153.002,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,0,FALSE,FALSE,LIGHT VEHICLES ONLY,NONE,COUNCIL
1851,Coffs Harbour Moonee Street Tourist Park,2,22,,110.17km North of Kempsey,10,GRAFTON STREET,-30.2999,153.11099,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,LEFT,,FALSE,4,FALSE,FALSE,LIGHT VEHICLES ONLY,TOWN SUPPLY,COUNCIL
